Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
518,6/28/2017 9:36:17,R_3imSSPSLhhAswEQ,1,5, ,1,3,6,3,10,10,9,10,10,10,10,10,10,10,10,10, ,7,7,8,6,8,7,10,10,9,10,10,10, ,10,10,10,10,10,1,0,9.875,8.45454545454546,9.9
134,6/28/2017 9:38:41,R_2wN5JsHMD6JtZmj,1,1, ,2,2,6,4,9,10,10,10,8,10,4,10,6,3,10,10,10,6,10,10,9,10,10,10,10,10,10,10,10,3,10,10,10,10,10,0,0,8.875,8.66666666666667,9.36363636363636
768,6/28/2017 9:39:51,R_2qDx5NdLaj9mKSg,1,1, ,2,4,5,4,8,9,8,8,9,7,6,9,7,8,9,9,10,8,7,7,7,5,8,8,8,9,9,7,8,9,9,9,8,8,8,0,0,8,7.75,8.36363636363636
252,6/28/2017 9:46:09,R_2YKePMF1ph4wGO2,1,1, ,2,1,4,1,6,10,8,7,9,3,5,5,7,5,4,7,8,5,8,8,7,7,6,9,7,9,9,8,8,6,5,5,7,3,8,0,0,6.625,6.75,6.81818181818182
165,6/28/2017 9:48:26,R_33rvppqkmm18o9c,2,6,Romania,1,2,5,3,7,9,9,10,8,8,8,9,9,8,9,8,10,9,8,7,6,8,9,10,7,8,9,8,7,8,8,8,10,9,10,0,0,8.5,8.41666666666667,8.36363636363636
270,6/28/2017 9:53:35,R_2fdp1oLULUIj3yz,2,1, ,1,1,4,3,8,7,6,5,7,5,5,7,6,6,7,5,7,6,7,7,6,6,7,9,6,7,6,6,8,4,6,7,5,6,7,0,0,6.25,6.58333333333333,6.18181818181818
97,6/28/2017 10:12:30,R_3JgFDQKi3cErOAt,1,1, ,2,2,5,4,4,7,7,8,10,7,8,8,7,7,9,9,10,8,8,8,10,8,8,9,8,8,9,8,8,8,8,9,8,8,8,0,0,7.375,8.41666666666667,8.18181818181818
196,6/28/2017 10:17:38,R_2VmAZHOuyhfSSsA,2,5, ,2,4,5,4,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,10,0,0,9.875,10,9.72727272727273
146,6/28/2017 10:23:28,R_2ab10KiwtXQoDLv,1,1, ,2,2,6,4,8,8,8,8,8,8,8,8,8,8,8,5,8,9,7,9,8,8,8,8,8,8,6,8,8,8,8,7,9,8,8,0,0,8,7.83333333333333,7.81818181818182
374,6/28/2017 10:27:47,R_2uVhk1NisUq9MZz,1,1, ,2,2,5,4,5,8,5,7,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,0,0,5.625,5.08333333333333,5.09090909090909
8737,6/28/2017 10:36:08,R_3h0mGEVECSCwFgQ,2,1, ,2,4,4,4,9,10,10,9,9,8,8,10,7,5,10,8,9,8,10,10,10,9,10,8,10,10,10,9,9,10,10,10,7,9,10,0,0,9.125,8.66666666666667,9.45454545454546
478,6/28/2017 10:40:51,R_3pgU944APWXVDTm,1,1, ,1,1,5,4,10,10,10,8,6,7,6,5,7,6,7,7,10,7,10,8,5,6,10,10,10,9,9,7,8,8,8,10,8,9,7,0,0,7.75,7.75,8.45454545454546
335,6/28/2017 10:48:39,R_1Gx1PnJPoZrhTgs,1,5, ,2,2,5,4,8,6,6,5,5,4,3,3,5,4,6,5,7,4,7,6,7,4,7,5,5,4,6,6,4,5,6,5,6,4,6,0,0,5,5.58333333333333,5.18181818181818
601,6/28/2017 10:57:54,R_1rdbgNELWTMpgvg,1,1, ,2,2,5,4,8,9,9,7,9,9,9,9,9,9,8,10,10,10,10,10,10,8,8,9,9,9,9,9,9,9,9,9,9,9,9,0,0,8.625,9.25,9
281,6/28/2017 10:59:50,R_XMaVzFLZKbrRFkJ,1,1, ,1,5,5,2,10,10,10,8,10,9,9,10,10,10,8,9,10,10,10,10,9,6,8,10,8,10,9,9,8,9,10,10,9,8,10,0,0,9.5,9.16666666666667,9.09090909090909
206,6/28/2017 11:02:43,R_2U4UWjVTYMdyUIV,2,1, ,2,2,4,1,7,8,6,7,8,7,8,6,8,6,7,8,7,8,7,7,8,7,8,7,8,8,6,7,8,7,8,7,8,7,8,0,0,7.125,7.33333333333333,7.45454545454545
379,6/28/2017 11:08:25,R_2zcq4toZ2lHhY3x,1,5, ,1,3,4,3,7,8,8,9,8,8,7,8,6,8,9,8,9,9,9,9,8,9,7,7,7,6,7,7,7,7,8,6,8,7,6,0,0,7.875,8.16666666666667,6.90909090909091
261,6/28/2017 11:11:31,R_3Db9A7R7nGTbG4U,1,5, ,1,1,6,3,9,10,9,10,10,9,9,9,10,9,9,9,10,9,10,10,9,10,9,10,9,10,9,10,10,9,10,9,10,9,10,0,0,9.375,9.5,9.54545454545454
308,6/28/2017 11:48:40,R_By16t2Eg9XSWef7,2,1, ,1,4,4,4,7,9,9,9,5,2,8,9,8,5,5,7,8,5,7,8,5,8,8,9,7,7,8,7,7,5,8,7,8,7,8,0,0,7.25,6.91666666666667,7.18181818181818
90,6/28/2017 11:59:10,R_3KI88NclXGqxaJW,1,1, ,1,2,4,3,5,4,6,6,4,6,6,4,5,5,4,6,6,4,4,6,6,4,4,6,5,5,6,4,4,6,6,4,4,7,5,0,0,5.125,5,5.09090909090909
135,6/28/2017 12:02:12,R_10DIpYxp2aOcRhQ,2,1, ,1,3,4,4,5,8,7,6,8,6,8,6,7,8,8,4,9,8,6,7,5,6,7,10,7,8,6,6,8,7,5,7,9,7,6,0,0,6.75,7.08333333333333,6.90909090909091
273,6/28/2017 12:05:27,R_3JhhFyCMHL2e61z,2,5, ,2,2,6,4,9,10,8,9,8,5,9,10,8,7,9,8,7,7,8,8,9,7,9,7,8,7,9,8,9,8,7,8,8,7,8,0,0,8.5,7.83333333333333,7.90909090909091
545,6/28/2017 12:12:02,R_bQIZHzPbWLAZjvb,1,5, ,1,2,6,4,8,10,8,9,7,8,7,9,8,8,9,7,8,8,9,9,6,7,8,8,7,8,7,8,6,8,7,8,8,7,7,0,0,8.25,7.91666666666667,7.36363636363636
177,6/28/2017 12:17:20,R_2wS2g29NO8h31y3,1,5, ,2,3,6,4,8,9,8,9,8,9,9,8,9,7,7,8,9,8,8,8,7,8,9,8,9,8,9,8,8,8,9,8,8,8,8,0,0,8.5,8,8.27272727272727
538,6/28/2017 12:17:39,R_1pX8b4PSQH9rtUx,1,6,Caribbean,2,5,5,4,4,10,8,8,5,6,9,8,8,9,8,9,10,5,7,7,5,9,8,9,8,9,8,9,5,9,5,8,8,8,7,0,0,7.25,7.83333333333333,7.63636363636364
321,6/28/2017 12:19:40,R_3EJTykhu89OzLQU,1,5, ,1,2,6,4,10,10,10,10,10,8,10,10,9,8,8,10,10,8,10,10,10,8,9,10,8,10,10,10,9,8,8,9,9,9,10,0,0,9.75,9.16666666666667,9.09090909090909
118,6/28/2017 12:23:54,R_3jUqr3Ei8AXNVXa,1,1, ,1,2,5,4,10,10,10,8,8,5,6,5,4,4,4,6,8,9,8,6,5,5,10,10,6,10,8,6,9,9,8,7,8,10,10,0,0,7.75,6.58333333333333,8.27272727272727
235,6/28/2017 12:34:04,R_cvTN1UMp5otOvZf,1,4, ,1,2,3,2,7,9,8,9,9,8,9,9,8,9,7,8,9,7,9,9,8,7,8,9,9,9,8,8,9,7,9,9,7,9,9,0,0,8.5,8.16666666666667,8.45454545454546
104,6/28/2017 12:47:13,R_2dMWEuYJa3R5siP,1,2, ,1,1,3,1,7,8,8,8,8,7,8,7,8,7,6,5,8,8,8,9,9,7,8,7,8,9,8,7,8,8,9,10,7,8,8,0,0,7.625,7.5,8.18181818181818
141,6/28/2017 12:49:26,R_22WTRzYY6wcAXII,1,1, ,1,1,4,1,4,6,7,6,5,5,6,6,5,4,6,5,8,7,7,7,7,7,7,7,7,6,5,6,7,5,7,5,6,6,6,0,0,5.625,6.41666666666667,6
161,6/28/2017 13:25:28,R_1IWreFMlQ9GtOGe,1,1, ,1,3,5,4,5,8,8,8,8,6,5,8,7,5,7,8,9,7,8,7,5,8,8,9,7,7,8,7,8,5,8,7,6,5,7,0,0,7,7.33333333333333,6.81818181818182
589,6/28/2017 13:30:03,R_r88bdbemyaXcvdv,1,1, ,2,2,5,1,8,10,10,10,10,7,3,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,10,7,8,8,8,8,8,0,0,8.125,7.66666666666667,8.18181818181818
513,6/28/2017 14:09:17,R_1GTjNWisyVzMigr,1,1, ,1,3,4,4,7,8,8,7,6,7,8,7,7,7,8,7,7,7,7,7,8,8,7,10,7,7,6,6,6,5,7,7,8,6,7,0,0,7.25,7.5,6.54545454545455
2657,6/28/2017 14:15:55,R_268BArpGuPuCPGo,1,1, ,2,2,4,2,8,8,6,6,7,8,8,7,8,6,6,5,5,5,10,10,9,8,4,4,6,6,3,4,5,6,6,6,5,5,7,0,0,7.25,6.66666666666667,5.36363636363636
494,6/28/2017 14:23:10,R_Zyihu4aULhXWExP,1,6,Venezuela,1,3,5,3,8,10,9,8,7,6,8,8,9,7,7,7,10,9,10,10,9,9,8,10,9,10,9,8,8,6,7,10,10,9,9,0,0,8,8.75,8.63636363636364
278,6/28/2017 14:28:40,R_VRzs4NiLN9utGp3,1,1, ,1,4,5,1,5,9,10,9,8,5,5,6,6,5,5,6,9,9,10,8,6,9,9,9,8,9,8,5,9,8,10,9,8,8,8,0,0,7.125,7.58333333333333,8.18181818181818
94,6/28/2017 15:04:26,R_22kNqjCeoo6V8wC,2,1, ,1,1,4,1,0,8,8,8,8,9, ,8,5,5,0,0,10,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,1,0,7,6.66666666666667,7.45454545454545
135,6/28/2017 15:35:25,R_3J9MFgxscU21UT9,1,1, ,1,5,2,1,8,9,8,7,8,8,7,8,8,8,8,7,7,8,8,6,7,8,8,8,8,9,7,7,8,9,9,8,7,7,8,0,0,7.875,7.58333333333333,7.90909090909091
84,6/28/2017 15:56:45,R_1rwbxKNXtIJJe5B,1,1, ,1,2,6,1,8,2,8,4,7,3,8,3,9,4,8,4,8,3,8,4,7,3,8,4,8,4,8,3,7,3,8,3,7,4,7,0,0,5.375,5.83333333333333,5.63636363636364
197,6/28/2017 16:10:32,R_3W68ZnXfhlo1KoN,1,1, ,1,3,4,1,7,10,6,8,5,10,7,10,7,10,10,6,5,10,8,7,7,4,9,10,7,9,10,8,7,7,10,10,8,4,8,0,0,7.875,7.75,8
211,6/28/2017 16:20:18,R_10TN8zDlLNzuzzn,1,1, ,2,2,6,4,8,9,9,8,4,5,5,8,6,7,6,8,8,6,8,8,7,8,8,8,7,8,8,7,8,5,7,7,7,8,8,0,0,7,7.33333333333333,7.27272727272727
190,6/28/2017 16:24:17,R_9v6vqlTyoK2PSnv,1,1, ,1,2,4,3,7,9,7,6,9,9,9,10,6,10,7,9,10,9,7,6,8,7,8,10,10,8,7,7,8,8,5,8,7,4,7,0,0,8.25,8.08333333333333,7.18181818181818
115,6/28/2017 16:25:09,R_C9tzlH6I16XFfxL,2,1, ,2,1,4,3,6,6,5,5,5,5,5,5,5,5,5,5,6,5,4,6,4,5,5,5,6,5,5,4,4,4,4,4,5,6,4,0,0,5.25,5,4.63636363636364
121,6/28/2017 16:37:29,R_3EtZPU3QfOE8Jns,1,1, ,2,2,4,1,5,5,5,5,5,5,4,6,6,7,5,5,7,7,7,5,7,5,4,6,5,5,6,5,7,6,5,5,4,4,8,0,0,5,5.91666666666667,5.45454545454545
103,6/28/2017 16:50:40,R_1kIDDt9NrI8gUZD,1,1, ,2,1,4,2,7,7,7,6,6,5,7,4, ,7,4,7,4,7,6,4,7,4,7,4,7,4,5,7,4,4,7,4,7,6,4,1,0,6.125,5.54545454545455,5.36363636363636
76,6/28/2017 17:06:44,R_dgkWFEhxUEzF63n,1,1, ,1,2,5,1,6,7,7,6,6,7,6,5,4,6,7,6,6,5,6,6,6,6,7,6,6,7,5,5,6,6,6,6,7,6,6,0,0,6.25,5.91666666666667,6
217,6/28/2017 17:11:04,R_UlntJaoV3egh35n,2,1, ,2,1,5,3,5,10,10,7,4,7,7,9,5,7,8,6,10,10,10,9,5,6,8,10,10,10,8,9,10,5,7,7,5,3,6,0,0,7.375,7.83333333333333,7.27272727272727
1534,6/28/2017 17:22:38,R_1n892RWDWJowihd,2,1, ,2,3,5,1,6,10,5,10,0,0,0,0,1,0,0,6,0,0,1,5,3,0,0,0,7,10,10,0,5,0,0,0,0,0,0,0,0,3.875,1.33333333333333,2.90909090909091
297,6/28/2017 17:35:32,R_1OpZ3Xu83KE4F6d,2,1, ,2,3,3,1,5,8,9,6,5,2,9,10,8,7,8,7,10,10,8,6,8,8,9,9,5,9,8,7,6,5,8,9,6,6,10,0,0,6.75,8.16666666666667,7.18181818181818
128,6/28/2017 18:02:46,R_RqncXWgwgV9wNO1,1,1, ,1,3,5,1,7,7,9,9,8,8,8,8,8,8,8,8,8, ,8,8,8,8,8,9,9,9,8,8,8,8, ,8,8,8,8,1,0,8,8.09090909090909,8.2
531,6/28/2017 18:10:18,R_2374QnGOzFHN8cN,2,6,Venezuela,1,6,5,3,7,10,9,10,7,7,9,9,8,7,9,9,9,8,8,8,7,7,9,10,7,9,9,7,9,8,7,8,6,6,7,0,0,8.5,8.25,7.54545454545455
613,6/28/2017 19:42:53,R_PASXNWgaZDAiOPv,1,5, ,1,3,2,1,7,9,5,7,5,8,7,5,6,6,5,9,9,5,9,10,8,5,3,8,6,6,9,9,5,6,5,6,6,7,7,0,0,6.625,6.91666666666667,6.54545454545455
101,6/28/2017 19:43:23,R_3ef9ETcO3vP0CwB,1,1, ,1,2,6,4,7,7,8,7,8,7,7,7,8,8,8,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,8,7,8,0,0,7.25,7.58333333333333,7.54545454545455
249,6/28/2017 19:49:39,R_2OYZNudIMvjWWBm,1,1, ,1,6,6,3,8,10,10,7,7,0,5,7,9,9,6,7,9,9,8,10,10,9,9,10,10,10,9,8,8,0,8,9,9,8,10,0,0,6.75,8.75,8.09090909090909
253,6/28/2017 20:04:07,R_3h6C0ah1BovlPgA,2,1, ,2,4,5,3,7,10,9,9,10,5,9,10,9,10,10,9,10,10,10,9,9,9,9,10,9,9,9,9,9,7,10,10,10,10,10,0,0,8.625,9.5,9.27272727272727
175,6/28/2017 20:07:42,R_3GprJjNroLBhOkq,1,1, ,1,3,4,3,9,10,9,9,9,7,8,9,9,8,9,8,9,8,9,9,8,6,9,9,8,9,9,9,9,8,9,9,9,9,9,0,0,8.75,8.41666666666667,8.81818181818182
307,6/28/2017 20:08:35,R_2X5QXr1CzHhpRaO,1,1, ,2,2,5,1,10,8,9,7,10,7,8,9,8,8,9,8,9,7,10,8,8,9,7,8,7,8,8,9,7,7,6,9,4,7,8,0,0,8.5,8.25,7.27272727272727
313,6/28/2017 20:14:20,R_3po6uFO8O6spwiy,1,1, ,1,3,5,1,9,7,8,9, ,8,6,7,6,8,7,7,8,7,8,9,7,5,6,8,7,5,7,8,9,6,7,8,7,6,7,1,0,7.71428571428571,7.16666666666667,7
2111,6/28/2017 20:39:27,R_XtA6gZrd5Hrhj21,1,1, ,2,1,3,2,10,5,5,9,5,10,2,0,5,9,3,5,10,0,4,10,5,0,8,4,10,7,10,5,9,0,9,7,2,10,9,0,0,5.75,5.25,7.09090909090909
499,6/28/2017 20:51:33,R_3My9MhbSeJFvatF,1,1, ,2,2,5,3,7,10,10, ,7,8,9,10,7,10,9,10,10,8,9,10,8,10,10,10,8,9,10,7,9,7,9,8,9,9,7,1,0,8.71428571428571,9.25,8.36363636363636
134172,6/28/2017 20:52:03,R_3nkm6mv28KSWaFY,1,5, ,1,2,5,4,8,6,6,8,3,7,10,6,9,3,6,5,7,8,5,7,6,10,8,5,7,6,4,8,6,8,3,5,8,7,10,0,0,6.75,6.58333333333333,6.54545454545455
256,6/28/2017 20:54:32,R_1okfCPffnsLq49B,1,1, ,2,3,5,4,5,9,8,4,3,5,5,5,5,5,3,4,6,6,6,10,6,5,5,7,6,5,5,5,5,4,9,8,7,9,8,0,0,5.5,5.66666666666667,6.45454545454545
143,6/28/2017 21:09:12,R_3EYGBZ0fd1XasO1,1,3, ,2,2,6,4,7,7,7,7,7,7,7,8,6,6,6,7,8,7,8,8,8,8,8,10,7,7,8,8,8,6,7,8,7,6,7,0,0,7.125,7.5,7.18181818181818
254,6/28/2017 21:12:52,R_1drVkxTUZM6LXO2,1,5, , ,1,5,3,6,7,7,7,6,5,7,7,7,7,6,7,7,5,8,7,7,4,7,7,7,6,7,7,7,5,6,7,7,6,8,0,0,6.5,6.58333333333333,6.63636363636364
105,6/28/2017 21:23:00,R_3JlazPT90FIh3b3,1,1, ,2,2,4,4,9,9,9,7,9,8,9,8,9,8,9,7,9,8,9,8,9,7, ,8,6,8,9,8,5,4,8,9,8,9,8,1,0,8.5,8.27272727272727,7.45454545454545
180,6/28/2017 21:37:48,R_6sCs9UMHPkoiR3j,1,1, ,1,3,5,4,10,10,8,8,5,0,0,5,0,5,5,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,0,0,5.75,8.16666666666667,9.54545454545454
188,6/28/2017 21:43:31,R_7OMTFvxBlaWhfPz,1,1, ,1,4,4,1,7,10,8,9,7,9,9,8,9,9,8,8,10,8,9,8,7,9,9,9,8,10,9,8,8,7,7,9,8,8,9,0,0,8.375,8.58333333333333,8.27272727272727
352,6/28/2017 21:45:42,R_1QKuootIO9ozFQd,1,1, ,2,3,5,4,8,9,9,6,5,3,8,3,6,6,2,7,9,6,8,8,2,7,5,8,9,9,6,6,3,3,7,8,8,7,8,0,0,6.375,6.16666666666667,6.72727272727273
245,6/28/2017 22:17:18,R_1rB3qJhnWnl8tlu,1,1, ,1,2,4,3,7,10,10,8,8,5,5,5,8,7,5,8,10,7,10,10,7,8,5,10,8,10,10,8,8,5,8,10,8,8,8,0,0,7.25,7.91666666666667,8.27272727272727
128,6/28/2017 22:20:21,R_3lGEhNniP1F3VkB,1,5, ,2,2,4,2,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8,8,8,7,8,8,8,8,8,8,6,8,8,7,7,0,0,8,7.75,7.63636363636364
176,6/28/2017 22:47:00,R_3FOF5FTEvQAajZ1,1,1, ,1,4,5,4,5,9,10,8,8,5,4,7,7,6,5,8,8,8,8,8,8,9,9,9,9,10,9,7,9,7,9,9,6,8,8,0,0,7,7.75,8.27272727272727
238,6/28/2017 22:55:29,R_28CCTsnylDUkBuq,2,5, ,2,2,5,4,3,10,8,10,9,5,8,10,9,10,10,10,10,7,10,10,7,8,6,10,7,8,9,9,7,7,5,10,8,10,9,0,0,7.875,8.91666666666667,8.09090909090909
43893,6/28/2017 22:58:24,R_30w7p8srZBgOjDe,1,6,Jamaica,1,1,3,2,10,9,9,8,5,5,8,10,9,9,10,9,10,10,10,10,10,8,9,9,9,8,8,6,7,5,8,8,5,8,6,0,0,8,9.41666666666667,7.09090909090909
159,6/28/2017 23:14:41,R_1pVvbcsXxvjTRxx,1,1, ,2,3,5,1,9,10,9,10,9,9,9,9,9,9,9,10,10,8,8,9,9,9,10,10,10,10,10,10,10,8,9,10,7,8,9,0,0,9.25,9.16666666666667,9.18181818181818
204,6/28/2017 23:46:52,R_2fXEaPFM8bFl6E1,1,1, ,2,2,4,4,8,10,9,10,10,8,8,9,7,8,8,9,9,7,8,7,7,6,7,7,7,8,8,9,8,6,8,8,8,5,7,0,0,9,7.5,7.45454545454545
226,6/29/2017 0:11:45,R_W7IuGcWjYR5fspr,1,1, ,1,2,5,4,9,10,10,7,6,4,3,8,6,5,2,6,10,6,9,8,10,8,7,10,8,10,6,7,8,2,7,9,7,8,9,0,0,7.125,7.25,7.36363636363636
263,6/29/2017 0:13:47,R_1DYWtmrqnaW4Gly,1,5, ,2,3,6,4,8,8,8,8,8,7,8,8,7,7,8,7,8,6,8,9,7,7,7,8,8,7,8,7,7,6,8,8,7,9,7,0,0,7.875,7.41666666666667,7.45454545454545
2093,6/29/2017 0:16:28,R_2OIJpmB0OWKij9V,1,5, ,1,4,5,4,8,8,9,9,7,10,8,9,8,8,9,9,8,8,9,9,8,7,8,9,9,8,9,8,8,9,9,9,9,9,9,0,0,8.5,8.33333333333333,8.72727272727273
457,6/29/2017 0:28:01,R_2UhMK8cyUS5B4Lm,1,5, ,1,4,5,4,9,10,0,10,7,8,6,3,7,8,6,3,10,6,10,10,10,10,6,10,5,9,4,4,6,4,8,10,7,10,10,0,0,6.625,8,7
179,6/29/2017 0:34:34,R_29rgyQzCK1CQ3cZ,1,5, ,1,2,6,4,9,10,10,9,10,10,9,10,10,9,10,10,10,9,10,10,9,10,10,10,10,8,9,10,10,9,9,9,10,9,10,0,0,9.625,9.75,9.36363636363636
132,6/29/2017 1:06:59,R_3hbzQtkRnXYpHug,1,5, ,2,2,4,2,6,5,7,5,8,4,7,4,7,5, ,7,5,4,8,5,7,4,6,5,5,5,6,5,6,5,6,5,6,4,6,1,0,5.75,5.72727272727273,5.36363636363636
386,6/29/2017 1:42:10,R_26fknHNt6QAAvMA,1,1, ,2,2,6,3,6,10,9,8,8,7,6,7,9,8,6,7,8,4,8,7,9,8,7,8,3,9,9,7,6,5,7,8,9,5,7,0,0,7.625,7.41666666666667,6.81818181818182
197,6/29/2017 2:14:05,R_1dNsNZ6nsSxNOjB,1,2, ,2,2,5,4,5,8,9,9,9,9,9,9,7,10,9,9,9,10,7,7,10,10,10,10,8,10,10,10,10,10,10,10,10,10,9,0,0,8.375,9,9.72727272727273
175,6/29/2017 2:37:33,R_1cTl30DixHDnBwt,1,5, ,1,2,4,1,7,6,7,7,6,5,5,7,7,6,7,8,7,8,7,7,6,7,7,7,8,8,8,7,8,8,7,8,8,8,8,0,0,6.25,7,7.81818181818182
157,6/29/2017 3:29:07,R_1CCv5gpUSbGXm0s,1,5, ,1,2,6,4,7,9,8,8,7,7,8,9,8,8,9,8,9,8,9,8,7,8,7,8,8,8,8,8,7,8,7,8,7,8,7,0,0,7.875,8.08333333333333,7.63636363636364
208,6/29/2017 4:14:41,R_1Hpg1yUgiYquVc9,2,6,Bulgaria,1,2,3,3,5,8,8,5,5,5,5,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,0,0,5.75,4.33333333333333,4.36363636363636
105,6/29/2017 4:59:21,R_1FskayFBc8toxg5,1,6,Spain,1,2,6,5,10,10,7,10,10,5,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9,9.16666666666667,10
238,6/29/2017 5:28:52,R_3iC4VEjR1Gl1HL2,1,5, ,1,2,6,3,7,8,7,7,8,8,8,7,7,7,8,7,8,7,7,8,8,8,7,8,7,7,7,8,8,7,8,7,8,8,8,0,0,7.5,7.5,7.54545454545455
304,6/29/2017 5:57:43,R_sk6gKpSPCjzi2Bj,1,5, ,1,3,6,3,8,8,9,9,9,9,9,9,9,8,8,9,9,8,9,9,8,8,9,9,8,9,8,9,9,9,9,9,8,8,9,0,0,8.75,8.58333333333333,8.63636363636364
171,6/29/2017 6:30:46,R_3QQobvDST0qYebi,1,1, ,2,5,5,4,10,10,10,10,8,8,9,9,8,8,7,10,10,9,10,10,10,10,10,10,10,10,10,10,10,8,9,9,9,9,10,0,0,9.25,9.33333333333333,9.45454545454546
350,6/29/2017 6:55:52,R_3R7vyzxY0QtkpIA,1,1, ,2,5,4,4,7,10,9,10,9,8,9,10,10,9,9,10,10,9,9,9,9,9,9,9,8,9,9,7,9,8,9,9,8,8,9,0,0,9,9.25,8.45454545454546
457,6/29/2017 6:59:53,R_1N5n1PBorGAeWnL,1,5, ,2,2,4,3,6,8,7,3,5,8,9,6,7,9,4,6,8,7,4,6,7,8,7,9,6,7,9,8,3,5,7,8,6,8,6,0,0,6.5,6.83333333333333,6.63636363636364
317,6/29/2017 7:11:59,R_2tK9Ye0jI21GSYJ,1,5, ,1,2,4,3,8,6,8,7,8,3,8,8,9,7,9,9,9,8,9,8,2,7,6,8,9,7,9,7,8,9,7,9,8,6,8,0,0,7,7.58333333333333,7.90909090909091
86,6/29/2017 7:42:26,R_3EW1fXfDIWSSHBs,1,1, ,2,2,4,1,6,9,3,6,9,9,8,3,4,6,6,6,8,9,10,10,10,10,7,7,3,3,5,5,7,7,10,6,2,4,5,0,0,6.625,7.75,5.18181818181818
1848,6/29/2017 8:01:00,R_22m3sV1LAmMFDCk,1,5, ,2,2,6,4,8,10,9,10,10,9,9,10,8,8,9,9,10,8,8,9,9,10,9,8,8,9,9,8,9,10,9,8,8,10,9,0,0,9.375,8.75,8.81818181818182
264,6/29/2017 8:30:01,R_xbZOwWZEKeHFw2J,2,1, ,2,4,5,2,8,10,10,10,5,5,5,6,5,0,4,9,9,6,5,8,7,0,10,5,7,10,10,6,7,5,8,5,5,5,9,0,0,7.375,5.66666666666667,7
257,6/29/2017 9:20:40,R_z1Ed224m5jyS4Vz,1,5, ,2,2,6,4,8,7,8,8,8, ,9,9,8,9,9,9,8,9,8,9,9,9,8,9,8,9,9,9,7, ,8,8,9,8,9,1,0,8.14285714285714,8.66666666666667,8.4
196,6/29/2017 9:22:06,R_1ewA8lQllKez61B,1,6,Trinidad & Tobago,2,3,5,3,8,10,8,7,7,5,9,9,9,9,8,9,10,9,10,9,10,8,8,10,9,9,9,9,8,9,10,10,8,9,10,0,0,7.875,9.08333333333333,9.09090909090909
170,6/29/2017 9:28:03,R_21hMRQTKSLopZhz,1,1, ,2,2,5,4,8,9,9,7,8,6,7,8,10,10,8,8,7,8,8,9,8,9,8,7,8,8,7,7,8,6,8,8,8,9,8,0,0,7.75,8.33333333333333,7.72727272727273
196,6/29/2017 10:21:09,R_2rHLuPXs0kRxJNz,1,1, ,1,2,4,3,6,9,9,8,8,8,6,7,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,0,0,7.625,8.16666666666667,7.90909090909091
219,6/29/2017 10:27:34,R_241aoasy7jvho02,1,1, ,2,2,5,4,8,9,9,9,9,5,9,9,9,9,9,9,10,2,9,9,9,9,10,10,10,10,10,10,10,8,10,10,10,10,10,0,0,8.375,8.66666666666667,9.81818181818182
210,6/29/2017 11:17:44,R_2vcRGAfEx2Tm8bZ,1,1, ,2,2,6,4,8,8,9,10,10,9,10,10,8,8,7,8,9,8,10,8,7,8,10,10,10,10,9,8,8,8,10,8,10,7,10,0,0,9.25,8.41666666666667,8.90909090909091
214,6/29/2017 11:49:35,R_2YPLrUhYma4WXll,1,1, ,2,5,4,4,8,10,10,10,10,5,8,9,6,6,9,9,9,8,9,8,10,8,9,9,10,10,10,9,9,7,9,9,6,9,9,0,0,8.75,8.33333333333333,8.81818181818182
2306,6/29/2017 12:13:08,R_XB9yRBslrOBIQY9,1,1, ,2,1,4,1,8,8,9,5,5,5,7,8,10,7,7,3,7,9,10,10,7,8,7,5,8,7,5,5,9,4,5,9,7,9,9,0,0,6.875,7.5,7
134,6/29/2017 12:18:25,R_3R1vW4zh9n55XKa,1,1, ,2,3,6,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,10,10,10
129,6/29/2017 12:44:26,R_6lG4CYZ4jLyTFCN,1,1, ,2,2,6,4,3,8,7,8,7,8,9,8,9,9,9,8,10,10,8,6,7,10,8,9,6,8,8,8,7,6,6,8,7,6,6,0,0,7.25,8.58333333333333,6.90909090909091
